Game,Platform,Score,Genre
Pro Rally 2002,PlayStation 2,6.4,Racing
Tarzan: Return to the Jungle,Game Boy Advance,7,Action
Spyro: Enter The Dragonfly,PlayStation 2,6,Platformer
PK: Out of the Shadows,PlayStation 2,4,Platformer
WWE SmackDown! Shut Your Mouth,PlayStation 2,8.2,Wrestling
Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,5,Puzzle
Barbie: Secret Agent Barbie,Game Boy Advance,7.5,Puzzle
The Sims (Deluxe Edition) ,PC,9.5,Simulation
Tiger Woods PGA Tour 2003,PC,9,Sports
MechAssault,Xbox,9.2,Action
The Flintstones: Big Trouble in Bedrock,Game Boy Advance,4,Action
Swingerz Golf,GameCube,6.9,Sports
NHL FaceOff 2003,PlayStation 2,5.2,Sports
V-Rally 3,PlayStation 2,8.8,Racing
Kakuto Chojin,Xbox,6.2,Fighting
RAD: Robot Alchemic Drive,PlayStation 2,7.3,Action
Medal of Honor: Frontline,Xbox,7.9,Action
Soccer Kid,Game Boy Advance,7,Platformer
Rayman Arena,GameCube,4.7,Battle
Phantom Crash,Xbox,7.5,Action
Hamtaro: Ham-Hams Unite!,Game Boy Color,8,Adventure
Ratchet &amp; Clank,PlayStation 2,9.2,Platformer
Age of Mythology,PC,9.3,Strategy
Serious Sam,Xbox,7.7,Shooter
FIFA Soccer 2003,PC,7,Sports
Dual Blades,Game Boy Advance,5.5,Fighting
FIFA Soccer 2003,PlayStation 2,8.3,Sports
Phantasy Star Online Episode I &amp; II,GameCube,9,RPG
EverQuest: Planes of Power,PC,7.8,RPG
X-Men: Next Dimension,Xbox,6.7,Action
Zapper: One Wicked Cricket,PlayStation 2,5.5,Action
Divine Divinity,PC,8.5,RPG
Ripping Friends ,Game Boy Advance,3,Action
Defender,Xbox,7.1,Action
FIFA Soccer 2003,GameCube,8.4,Sports
Sid Meier's Civilization III: Play the World,PC,8.4,Strategy
Robotech: The Macross Saga,Game Boy Advance,5,Action
FIFA Soccer 2003,Xbox,8.4,Sports
Defender of the Crown,Game Boy Advance,8,Strategy
Reign of Fire,Xbox,6,Action
Taz: Wanted,GameCube,5.7,Platformer
Jet X2O,PlayStation 2,7,Sports
Tony Hawk's Pro Skater 4,Game Boy Advance,9.2,Sports
Shenmue II,Xbox,8.3,"Action, RPG"
Iron Storm,PC,8,Shooter
Fatal Frame,Xbox,7.7,Adventure
Tiger Woods PGA Tour 2003,PlayStation 2,8.9,Sports
V-Rally 3,Game Boy Advance,8,Racing
Microsoft Combat Flight Simulator 3: Battle for Europe,PC,7.3,Simulation
Grand Theft Auto: Vice City,PlayStation 2,9.7,"Action, Adventure"
Tony Hawk's Pro Skater 4,Xbox,9,Sports
Worms Blast,PC,6,Puzzle
Tiger Woods PGA Tour 2003,Xbox,8.5,Sports
Sneakers,Xbox,2,Adventure
TransWorld Snowboarding,Xbox,6.7,Sports
Driver 2 Advance,Game Boy Advance,7,"Racing, Action"
Monopoly (2001),PC,5,Board
Davis Cup Tennis ,Game Boy Advance,5,Sports
Tiger Woods PGA Tour 2003,GameCube,8.9,Sports
Toxic Grind,Xbox,4.9,Sports
Reign of Fire,PlayStation 2,6,Action
Reign of Fire,GameCube,6,Action
Colin McRae Rally 2.0,Game Boy Advance,8.9,Racing
Tony Hawk's Pro Skater 4,GameCube,9.1,Sports
X-Men: Next Dimension,GameCube,7,Fighting
Ty the Tasmanian Tiger,GameCube,6.8,Platformer
Tony Hawk's Pro Skater 4,PlayStation 2,9.3,Sports
"The Adventures of Jimmy Neutron, Boy Genius: Jimmy Neutron vs. Jimmy Negatron",Game Boy Advance,6,Action
Suikoden III,PlayStation 2,9.4,RPG
Defender,PlayStation 2,7.5,Shooter
ToeJam &amp; Earl III: Mission to Earth,Xbox,6.3,Platformer
Contra: Shattered Soldier,PlayStation 2,8,Shooter
Sniper: Path of Vengeance,PC,3.5,Shooter
WTA Tour Tennis,Xbox,4,Sports
The Lord of the Rings: The Fellowship of the Ring,PC,6.5,"Action, Adventure"
Star Wars: The Clone Wars,GameCube,7.6,Action
The Land Before Time,Game Boy Advance,6,Action
X-Men: Next Dimension,PlayStation 2,7.2,Fighting
Backyard Football,GameCube,4.5,Sports
Virtua Tennis,Game Boy Advance,9,Sports
The Lord of the Rings: The Two Towers,PlayStation 2,8.3,Action
Nickelodeon Party Blast,Xbox,1.1,Party
Deathrow: Underground Team Combat ,Xbox,9.3,"Sports, Action"
Shrek: Hassle at the Castle,Game Boy Advance,7,Action
Mat Hoffman's Pro BMX 2,GameCube,7.6,Sports
Baldur's Gate: Dark Alliance,Xbox,8.5,"Action, RPG"
The House of the Dead III,Xbox,8.1,Shooter
Ultimate Ride Disney Coaster,PC,7.5,Strategy
Real War: Rogue States,PC,7,Strategy
The Lord of the Rings: The Fellowship of the Ring,PlayStation 2,7.5,"Action, Adventure"
Whacked!,Xbox,6.6,Party
Robotech: Battlecry,GameCube,7.8,Action
Doshin the Giant,GameCube,6.8,Adventure
Ballistic: Ecks vs. Sever,Game Boy Advance,8.4,Shooter
NHL Hitz 20-03,Game Boy Advance,7,"Sports, Action"
Wild ARMs 3,PlayStation 2,7.9,RPG
Space HoRSE,PC,5.5,Simulation
Ty the Tasmanian Tiger,PlayStation 2,7.9,Platformer
Ty the Tasmanian Tiger,Xbox,7.8,Platformer
Kelly Slater's Pro Surfer,Game Boy Advance,8,Sports
Gravity Games Bike: Street. Vert. Dirt.,PlayStation 2,2,Sports
Legaia 2: Duel Saga,PlayStation 2,7.5,RPG
Monopoly Party,Xbox,4.5,Board
Rayman Arena,Xbox,3.8,Battle
Mario Party 4,GameCube,6.9,Party
BloodRayne,PlayStation 2,7.5,Action
BloodRayne,GameCube,7.8,Action
Earth &amp; Beyond ,PC,8.8,RPG
Heroes of Might and Magic IV: The Gathering Storm,PC,7.7,Strategy
BloodRayne,Xbox,7.8,Adventure
Egg Mania,Game Boy Advance,7,Puzzle
TimeSplitters 2,Xbox,9.1,Shooter
Dino Island,PC,3.5,Simulation
SEGA Smash Pack,Game Boy Advance,6,Action
Namco Museum,Xbox,3.9,"Action, Compilation"
Sub Rebellion,PlayStation 2,7,Action
Silent Scope 3,PlayStation 2,4,Shooter
Namco Museum,GameCube,4,Compilation
DDRMAX: Dance Dance Revolution,PlayStation 2,9.3,Music
Barbie: Groovy Games,Game Boy Advance,3,Puzzle
TimeSplitters 2,GameCube,9.1,Shooter
NBA Inside Drive 2003,Xbox,8.2,Sports
NBA Starting Five,Xbox,3.8,Sports
Pac-Man World 2,Xbox,7,Platformer
Mystic Heroes,GameCube,6.3,"Fighting, Action"
Taz: Wanted,PC,6.2,Platformer
Antz Extreme Racing,PlayStation 2,2.4,"Racing, Action"
NBA Starting Five,PlayStation 2,4,Sports
Spyro the Dragon: Season of Flame,Game Boy Advance,8.5,Action
Syberia,PC,7.1,Adventure
Antz Extreme Racing,PC,2.4,"Racing, Action"
Evolution Skateboarding,PlayStation 2,3,Sports
Knockout Kings 2003 ,GameCube,8.3,Sports
Run Like Hell,PlayStation 2,6.6,Action
Red Faction II,PlayStation 2,9.2,Shooter
Batman Vengeance,PC,6.8,"Action, Adventure"
Godzilla: Destroy All Monsters Melee,GameCube,8.4,"Fighting, Action"
Prisoner of War,PC,7.4,"Action, Adventure"
Fire Pro Wrestling 2,Game Boy Advance,7,Wrestling
NBA Live 2003,GameCube,8.5,Sports
Stronghold Crusader,PC,8.4,Strategy
NBA Live 2003,PlayStation 2,8.7,Sports
Bikini Karate Babes,PC,1.5,Fighting
Hitman 2: Silent Assassin,PC,8.7,Action
Casino Empire,PC,6.2,Simulation
NBA Live 2003,Xbox,8.5,Sports
Tom and Jerry: The Magic Ring,Game Boy Advance,5.5,Action
NBA 2K3,PlayStation 2,8.7,Sports
TimeSplitters 2,PlayStation 2,9.1,Shooter
NBA 2K3,GameCube,8.7,Sports
Dynasty Warriors 3,Xbox,6.8,Action
NBA 2K3,Xbox,8.9,Sports
RollerCoaster Tycoon 2,PC,8,Simulation
Sudden Strike II,PC,8,Strategy
The Sims: Unleashed,PC,7,Simulation
Need for Speed: Hot Pursuit 2,PlayStation 2,9,Racing
NHL 2003,PlayStation 2,8.6,Sports
Myst III: Exile ,Xbox,2,"Puzzle, Action"
NHL 2003,PC,8.8,Sports
Zapper: One Wicked Cricket,Xbox,4.1,Adventure
Incoming Forces,PC,7.9,Shooter
Loons: The Fight For Fame,Xbox,4.6,Action
NHL 2003,GameCube,8.7,Sports
NHL 2003,Xbox,8.7,Sports
Myst III: Exile,PlayStation 2,2,Adventure
Hitman 2: Silent Assassin,Xbox,8.4,Action
Super Bust-A-Move 2,PlayStation 2,7.3,Puzzle
Hitman 2: Silent Assassin,PlayStation 2,8.4,Action
Conflict: Desert Storm,PlayStation 2,5.5,Action
Big Air Freestyle,GameCube,6.4,Sports
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,9,Shooter
The Lord of the Rings: The Fellowship of the Ring,Game Boy Advance,6,Adventure
Dual Hearts,PlayStation 2,7,"Action, RPG"
Ferrari F355 Challenge,PlayStation 2,7.8,Racing
SEGA Bass Fishing Duel,PlayStation 2,7,Hunting
Grandia Xtreme,PlayStation 2,7.5,RPG
Need for Speed: Hot Pursuit 2,Xbox,7.1,Racing
Need for Speed: Hot Pursuit 2,GameCube,7.3,Racing
The Lord of the Rings: The Fellowship of the Ring,Xbox,6.7,Action
Blinx: The Time Sweeper,Xbox,8.8,Platformer
Unreal Tournament 2003,PC,9,Shooter
Boulder Dash EX,Game Boy Advance,7.5,"Puzzle, Action"
Capcom vs. SNK 2 EO ,GameCube,6.6,Fighting
Rocket Power: Beach Bandits,GameCube,5,Action
Conflict: Desert Storm,Xbox,7.7,Action
Empire Earth: The Art of Conquest,PC,7.8,Strategy
Superman: Shadow of Apokolips,PlayStation 2,7,Action
Tribes: Aerial Assault,PlayStation 2,7.2,Action
Super Ghouls 'N Ghosts,Game Boy Advance,8.5,Action
Tom Clancy's Ghost Recon: Island Thunder,PC,8.4,Shooter
Egg Mania: Eggstreme Madness,PlayStation 2,6.3,Puzzle
AirForce Delta Storm,Game Boy Advance,7.1,Action
"Monsters, Inc.",GameCube,2.5,Sports
Links 2003,PC,8.6,Sports
Tekken 4,PlayStation 2,9,Fighting
NCAA College Football 2K3,GameCube,6.4,Sports
Go! Go! Beckham! Adventure of Soccer Island,Game Boy Advance,7,Platformer
Taz: Wanted,Xbox,6.5,Platformer
Super Mario Advance 3: Yoshi's Island,Game Boy Advance,9.4,Platformer
NBA ShootOut 2003,PlayStation 2,7.3,Sports
Burnout 2: Point of Impact,PlayStation 2,9,Racing
Spring Break,PC,7.8,Simulation
Star Fox Adventures,GameCube,9,Adventure
Creatures,PlayStation,2.6,Virtual Pet
SEGA Soccer Slam,PlayStation 2,6,"Sports, Action"
Mega Man Zero,Game Boy Advance,8.8,Action
The Italian Job,PC,6,Racing
NASCAR Thunder 2003 ,GameCube,8.5,Racing
Sly Cooper and the Thievius Raccoonus,PlayStation 2,8.5,Platformer
Kelly Slater's Pro Surfer,GameCube,8,Sports
NASCAR Thunder 2003,Xbox,8.5,Racing
Robotech: Battlecry,PlayStation 2,8.2,Shooter
America's Army,PC,8.8,Shooter
Egg Mania: Eggstreme Madness,Xbox,5.3,Puzzle
Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,2.3,Platformer
Egg Mania: Eggstreme Madness,GameCube,5.3,Puzzle
Commandos 2: Men of Courage,Xbox,7,Strategy
Robotech: Battlecry,Xbox,8,Action
Industry Giant II,PC,7.2,Simulation
NASCAR Thunder 2003,PlayStation 2,8.5,Racing
Terminator: Dawn of Fate,Xbox,5.3,Action
Kelly Slater's Pro Surfer,Xbox,8.9,Sports
Scooby-Doo! Night of 100 Frights,GameCube,6.1,Platformer
Air Hockey-e,Game Boy Advance,6,"Sports, Action"
Kelly Slater's Pro Surfer,PlayStation 2,8.9,Sports
Terminator: Dawn of Fate,PlayStation 2,5.6,Action
4x4 Evo 2,GameCube,5.3,Racing
The Scorpion King: Rise of the Akkadian,GameCube,5.7,Action
Crash Bandicoot: The Wrath of Cortex,GameCube,6.9,Platformer
Taz: Wanted,PlayStation 2,6.7,Platformer
Excitebike-e,Game Boy Advance,8,Action
Tennis-e,Game Boy Advance,6,Action
Donkey Kong Jr.-e ,Game Boy Advance,8,Platformer
Pinball-e,Game Boy Advance,5,Pinball
The Chessmaster 9000,PC,8.2,Strategy
Balloon Fight-e,Game Boy Advance,7,Action
Soldier of Fortune II: Double Helix,Macintosh,9,Shooter
Summoner 2,PlayStation 2,8.4,RPG
Kingdom Hearts,PlayStation 2,9,"Action, RPG"
Battlefield 1942,PC,9.3,Shooter
Dino Stalker,PlayStation 2,4,Shooter
Quantum Redshift,Xbox,6.2,Racing
Castlevania: Harmony of Dissonance,Game Boy Advance,9.2,"Action, Adventure"
Ninja Assault,PlayStation 2,5,Shooter
Kong: The Animated Series,Game Boy Advance,5,Action
NHL Hitz 20-03,PlayStation 2,8.2,"Sports, Action"
NHL Hitz 20-03,Xbox,8.4,"Sports, Action"
GunGrave,PlayStation 2,8,Action
NHL Hitz 20-03,GameCube,8.4,"Sports, Action"
Geoff Crammond's Grand Prix 4,PC,8.3,Racing
Chase: Hollywood Stunt Driver,Xbox,4.9,Racing
MLB SlugFest 20-03,GameCube,8.2,"Sports, Action"
Prince of Qin,PC,6.8,"Action, RPG"
Dynasty Tactics,PlayStation 2,7.6,Strategy
Hard Hitter Tennis,PlayStation 2,4,Sports
Magical Mirror Starring Mickey Mouse,GameCube,4.8,"Action, Adventure"
Sabrina the Teenage Witch: Potion Commotion,Game Boy Advance,6,Action
Emperor: Rise of the Middle Kingdom ,PC,8.8,Simulation
Freekstyle,GameCube,8.2,Sports
The Scorpion King: Rise of the Akkadian,PlayStation 2,6.2,Action
The Thing,PC,8.5,"Action, Adventure"
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,7,Action
Armored Core 3,PlayStation 2,7.3,"Action, Simulation"
Mobile Forces,PC,6.8,Shooter
Farscape,PC,4.5,Action
Riding Spirits,PlayStation 2,6.1,"Racing, Simulation"
Chessmaster,Game Boy Advance,7.5,Board
Animal Crossing,GameCube,9.1,Simulation
Icewind Dale II,PC,9,RPG
Pac-Man Fever,PlayStation 2,4.5,Party
Power Rangers: Wild Force,Game Boy Advance,5.5,Platformer
Blade II,PlayStation 2,4.9,Action
Commandos 2: Men of Courage,PlayStation 2,7,Strategy
Blade II,Xbox,5.2,Action
Pac-Man Fever,GameCube,4.9,Party
Turok: Evolution,PlayStation 2,6.3,Shooter
Turok: Evolution,Xbox,7.1,Shooter
Turok: Evolution,GameCube,6.9,Shooter
Turok: Evolution,Game Boy Advance,8,Action
The Feeble Files,Macintosh,5.8,Adventure
Monster Force,Game Boy Advance,6.5,Action
SEGA GT 2002,Xbox,8.8,Racing
ATV Quad Power Racing ,Game Boy Advance,5.5,Racing
The Thing,Xbox,8.3,"Action, Adventure"
Mafia,PC,9.2,"Action, Adventure"
MechWarrior 4: Clan Mech Pak,PC,6,"Action, Simulation"
Aggressive Inline,Game Boy Advance,7,Sports
MLB SlugFest 20-03,Xbox,8.1,"Sports, Action"
Celtic Kings: Rage of War,PC,8.2,Strategy
MoonBase Commander,PC,8,Strategy
Onimusha 2: Samurai's Destiny,PlayStation 2,8.9,"Action, Adventure"
Madden NFL 2003,Game Boy Advance,8.2,Sports
Medieval: Total War,PC,8.9,Strategy
SOCOM: U.S. Navy SEALs,PlayStation 2,7.5,Action
Super Monkey Ball 2,GameCube,9,"Puzzle, Action"
Urban Yeti,Game Boy Advance,7,Action
Madden NFL 2003,PC,9.2,Sports
Super Mario Sunshine,GameCube,9.4,Platformer
Aliens vs. Predator 2: Primal Hunt,PC,6,Shooter
Prisoner of War,Xbox,6.9,Adventure
SEGA Soccer Slam,Xbox,8.3,"Sports, Action"
Magical Quest Starring Mickey &amp; Minnie,Game Boy Advance,6,Action
The Thing,PlayStation 2,8.3,"Action, Adventure"
U.S. Open 2002,PC,6.4,Sports
Buffy the Vampire Slayer,Xbox,8.2,Action
Mat Hoffman's Pro BMX 2,Game Boy Advance,8.5,Sports
Dead to Rights,Xbox,8.5,Action
Duke Nukem Advance ,Game Boy Advance,9,Shooter
Street Hoops,Xbox,6.7,Sports
Street Hoops,PlayStation 2,6.7,Sports
NFL Blitz 20-03,Xbox,7.8,"Sports, Action"
Mat Hoffman's Pro BMX 2,Xbox,8.1,Sports
NFL Blitz 20-03,GameCube,7.8,"Sports, Action"
NFL Blitz 20-03,Game Boy Advance,1,"Sports, Action"
NFL Blitz 20-03,PlayStation 2,7.8,"Sports, Action"
Clive Barker's Undying,Macintosh,9,Action
Mat Hoffman's Pro BMX 2,PlayStation 2,8.1,Sports
Beach Spikers,GameCube,8.2,Sports
Smuggler's Run: Warzones,GameCube,8.4,"Racing, Action"
NFL GameDay 2003,PlayStation 2,7,Sports
BCT Commander,PC,4,Strategy
NCAA GameBreaker 2003,PlayStation 2,5.5,Sports
NFL 2K3,Xbox,9.1,Sports
NFL 2K3,PlayStation 2,9.2,Sports
Stronghold,Macintosh,8.7,Strategy
NFL 2K3,GameCube,9,Sports
xXx,Game Boy Advance,6,Action
Enclave,Xbox,7.2,Action
Madden NFL 2003,PlayStation 2,9.1,Sports
Madden NFL 2003,Xbox,8.8,Sports
Madden NFL 2003,GameCube,8.8,Sports
GunMetal,Xbox,6.7,Shooter
Capcom vs. SNK: Millennium Fight 2000 Pro ,PlayStation,8.2,Fighting
NCAA College Football 2K3,Xbox,6.8,Sports
Hidden Invasion,PlayStation 2,3.5,Action
NCAA College Football 2K3,PlayStation 2,6.8,Sports
Aggressive Inline,GameCube,9.1,Sports
Tsunami 2265,PC,3,Shooter
NFL Fever 2003,Xbox,7.7,Sports
Operation Flashpoint: Resistance,PC,7.9,Shooter
Fallout 2,Macintosh,8.9,RPG
c-12: Final Resistance,PlayStation,6.8,Action
The Partners,PC,6,Simulation
Hooligans,PC,2.3,Strategy
Barbarian,Xbox,7.4,Fighting
UFC: Throwdown,GameCube,6.7,Fighting
Stuart Little 2,PlayStation,7,Action
WTA Tour Tennis,PlayStation 2,4.5,Sports
SEGA Sports Tennis,PlayStation 2,8.5,Sports
Medabots AX: Metabee Version,Game Boy Advance,6,Action
Medabots AX: Rokusho Version,Game Boy Advance,6,Action
Rock Manager,PC,5,Simulation
Shifters,PlayStation 2,4,Action
Crime Patrol 2: Drug Wars,DVD / HD Video Game,1,Shooter
Mike Tyson Heavyweight Boxing,Xbox,3.1,Sports
Totaled!,Xbox,6.1,"Racing, Action"
Legion,PC,4,Strategy
Crazy Taxi 3: High Roller ,Xbox,6.5,"Racing, Action"
Stuart Little 2,Game Boy Advance,5,Platformer
Aggressive Inline,Xbox,9.1,Sports
GT Advance 2 Rally Racing,Game Boy Advance,8.4,Racing
The Mark of Kri,PlayStation 2,8.8,Action
NCAA Football 2003,PlayStation 2,8.9,Sports
NCAA Football 2003,Xbox,8.9,Sports
NCAA Football 2003,GameCube,8.9,Sports
Hey Arnold! The Movie,Game Boy Advance,5.5,Platformer
Warcraft III: Reign of Chaos,Macintosh,9.3,Strategy
MechWarrior 4: Inner Sphere Mech Pak,PC,5.5,"Action, Simulation"
Delta Force: Task Force Dagger,PC,6,Shooter
Robopon 2: Ring Version,Game Boy Advance,7,RPG
Medal of Honor: Allied Assault,Macintosh,9.3,Shooter
Birdie Shoot,Macintosh,6.5,Shooter
Fireblade,PlayStation 2,7.7,Action
Men In Black II: Alien Escape,PlayStation 2,4,Shooter
Zoo Tycoon: Dinosaur Digs,PC,7,Simulation
F1 2002,PC,9.3,"Racing, Simulation"
OttoMatic,PC,7,Action
Assimilation,PC,6.8,Puzzle
Magic: The Gathering Online,PC,7.5,Card
Bruce Lee: Quest of the Dragon,Xbox,3.9,"Fighting, Adventure"
Warcraft III: Reign of Chaos,PC,9.3,Strategy
F1 2002,GameCube,7,"Racing, Simulation"
LEGO Soccer Mania ,PlayStation 2,5.5,Sports
Le Mans 24 Hours,PC,6,Racing
OttoMatic,Macintosh,7,Action
Barbarian,PlayStation 2,7.8,Fighting
NASCAR Heat 2002,Game Boy Advance,5,Racing
Pryzm: Chapter One: The Dark Unicorn,PlayStation 2,7,Action
Romance of the Three Kingdoms VII,PlayStation 2,8.5,Strategy
Jazz and Faust,PC,2.2,Adventure
Tetris Worlds,Xbox,4.6,Puzzle
RedCard 20-03,Xbox,6.4,Sports
Resident Evil Gaiden,Game Boy Color,4,"Action, Adventure"
Mike Tyson Heavyweight Boxing,PlayStation 2,2.6,Sports
Tetris Worlds,GameCube,4.6,Puzzle
WTA Tour Tennis,Game Boy Advance,5.8,Sports
Shadow of Destiny,PC,8.7,Adventure
RedCard 20-03,GameCube,7.2,Sports
Sky Gunner,PlayStation 2,7.8,"Flight, Action"
Sid Meier's Civilization III,Macintosh,9,Strategy
MLB SlugFest 20-03,PlayStation 2,8.3,"Sports, Action"
Ultimate Ride Coaster Deluxe,PC,7.5,Simulation
Aero the Acrobat,Game Boy Advance,7.9,Platformer
Age of Wonders II: The Wizard's Throne,PC,8.5,Strategy
Downforce,PlayStation 2,7.1,Racing
Splashdown,Xbox,7.3,Racing
Neverwinter Nights,PC,9,RPG
Eternal Darkness: Sanity's Requiem ,GameCube,9.6,Adventure
Bomberman Max 2: Red Advance,Game Boy Advance,7.5,Action
Bomberman Max 2: Blue Advance,Game Boy Advance,7.5,Action
Stitch: Experiment 626,PlayStation 2,6,Platformer
Legion: The Legend of Excalibur,PlayStation 2,7.8,Strategy
Nicktoons Racing,Game Boy Advance,8,Racing
The Pinball of the Dead,Game Boy Advance,8,Pinball
Stuntman,PlayStation 2,8.6,"Racing, Action"
Lilo &amp; Stitch,PlayStation,5,Platformer
WipEout Fusion,PlayStation 2,9,"Racing, Action"
The Italian Job,PlayStation,7.5,Racing
Earthworm Jim 2,Game Boy Advance,4,Platformer
Operation Blockade,PC,4,Shooter
The Elder Scrolls III: Morrowind,Xbox,9.4,RPG
Freekstyle,PlayStation 2,8.2,Sports
Mega Man Battle Network 2,Game Boy Advance,8.5,RPG
Frogger Advance: The Great Quest,Game Boy Advance,7,Platformer
E.T. The Extra-Terrestrial,Game Boy Advance,3.5,Action
MX Superfly,PlayStation 2,8.4,Racing
Outlaw Golf,Xbox,7.2,"Sports, Action"
MX Superfly,GameCube,8.5,Racing
F1 2002,PlayStation 2,7.6,"Racing, Simulation"
Dropship: United Peace Force,PlayStation 2,7.9,"Flight, Action"
Lilo &amp; Stitch,Game Boy Advance,8,Action
Extreme PaintBrawl 4,PC,4,Shooter
Punch King ,Game Boy Advance,6,Action
Gore: Ultimate Soldier,PC,8,Shooter
Legends of Wrestling,GameCube,5.4,Wrestling
GTC Africa,PlayStation 2,7.7,Racing
Lethal Skies: Elite Pilot -- Team SW,PlayStation 2,4.9,"Flight, Action"
Monster Jam: Maximum Destruction,PlayStation 2,3.6,Action
Bomberman Generation,GameCube,8.1,Adventure
Endgame,PlayStation 2,3.5,Shooter
ZooCube,GameCube,5.3,Puzzle
Shantae,Game Boy Color,9,Platformer
Pac-Man All-Stars,PC,6.4,Action
Test Drive,Xbox,7.3,Racing
Quake II,Macintosh,8.3,Shooter
Quake III: Arena,Macintosh,9.3,Shooter
Oni,Macintosh,8,Action
Unreal Tournament [1999],Macintosh,9.6,Shooter
Risk II,Macintosh,8.9,Strategy
Madden NFL 2000,Macintosh,8,Sports
Majesty: The Fantasy Kingdom,Macintosh,9,Strategy
Hoyle Casino [2000],Macintosh,8.8,Casino
Goofy Golf Deluxe,Macintosh,6,Sports
Carmageddon 2: Carpocalypse Now,Macintosh,7,Action
Falcon 4.0,Macintosh,8.4,Flight
Age of Empires,Macintosh,7,Strategy
Caesar III,Macintosh,8.7,Simulation
Diablo II ,Macintosh,8.3,"Action, RPG"
Deus Ex,Macintosh,9.4,Shooter
Fly!,Macintosh,6,Flight
Dark Vengeance,Macintosh,6.8,Action
Descent 3,Macintosh,9,Shooter
Imperialism II: The Age of Exploration,Macintosh,8.4,Strategy
WWE WrestleMania X8,GameCube,7,Wrestling
Civilization: Call to Power,Macintosh,4.8,Strategy
StarCraft: Brood War,Macintosh,8,Strategy
Dark Colony,Macintosh,6,Strategy
ZooCube,Game Boy Advance,7.8,Puzzle
Bugdom,Macintosh,7,Action
Star Trek: Voyager: Elite Force,Macintosh,9,Shooter
Muscle Car 2: American Spirit,PC,1.5,Racing
Muppet Pinball Mayhem,Game Boy Advance,7.9,Pinball
UFC: Throwdown,PlayStation 2,7.4,Fighting
Scooby-Doo! Night of 100 Frights,PlayStation 2,6.7,Platformer
All-Star Baseball 2003,Game Boy Advance,7.8,Sports
Lost Kingdoms,GameCube,5.9,"Card, RPG"
SpyHunter,Game Boy Advance,7.2,Action
Way of the Samurai,PlayStation 2,7.8,Action
Star Wars Jedi Starfighter,Xbox,8,"Flight, Action"
